Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
31-May-19,59.5,60.2,56.5,57.75,58.28886088,33324,228,1942418,25163,75.51,3.7,-1.75
30-May-19,60.1,61.95,59,59.4,60.09974902,32672,216,1963579,23878,73.08,2.95,-0.7
29-May-19,57.7,62.2,55.6,60.15,60.33003909,109990,652,6635701,66985,60.9,6.6,2.45
28-May-19,59.85,61.5,57,57.7,58.90750333,90933,416,5356636,70926,78,4.5,-2.15
27-May-19,64,67.5,58,59.1,61.85757037,321127,1045,19864136,234235,72.94,9.5,-4.9
24-May-19,62,62.95,58.5,62.15,61.39220163,148467,502,9114716,112563,75.82,4.45,0.15
23-May-19,60.4,63.65,59.5,60,61.42163352,116791,542,7173494,82766,70.87,4.15,-0.4
22-May-19,55.95,62.4,53.4,60.4,58.15389493,200286,741,11647411,150731,75.26,9,4.45
21-May-19,53.85,54.9,53.3,53.8,54.07094433,31419,133,1698855,25127,79.97,1.6,-0.05
20-May-19,53,54.95,52.75,54.45,53.89747505,46496,248,2506017,32703,70.34,2.2,1.45
17-May-19,50.9,52.5,49.7,51.8,51.47214376,42127,184,2168367,34082,80.9,2.8,0.9
16-May-19,51.8,51.8,48.55,50.05,49.73276776,23575,102,1172450,18885,80.11,3.25,-1.75
15-May-19,49.35,50.5,49.25,49.45,49.81703573,15309,111,762649,11694,76.39,1.25,0.1
14-May-19,49.05,49.9,48.9,49.5,49.33508303,10478,99,516933,7315,69.81,1,0.45
13-May-19,51,51,49.6,49.75,50.01450311,13997,112,700053,12417,88.71,1.4,-1.25
10-May-19,52,52,51,51.25,51.25247614,5553,68,284605,3987,71.8,1,-0.75
9-May-19,50.5,52.2,50.5,51,51.29486615,20433,120,1048108,15881,77.72,1.7,0.5
8-May-19,52.2,52.7,51,51.25,51.68175137,31975,161,1652524,23632,73.91,1.7,-0.95
7-May-19,53.35,53.9,50.45,52.35,52.82100104,21218,94,1120756,17815,83.96,3.45,-1
6-May-19,53.1,54.4,53.1,53.95,53.89678333,19057,110,1027111,14837,77.86,1.3,0.85
3-May-19,53.1,53.85,53.05,53.45,53.29605659,13288,110,708198,9840,74.05,0.8,0.35
2-May-19,54,54.25,53,53.3,53.27954931,32395,129,1725991,26165,80.77,1.25,-0.7
30-Apr-19,54.35,54.65,53.1,53.65,53.77879659,20176,589,1085041,14221,70.48,1.55,-0.7
26-Apr-19,54.55,54.95,54.2,54.3,54.42667204,14892,76,810522,12341,82.87,0.75,-0.25
25-Apr-19,55.45,55.45,54.3,54.4,54.71372123,10123,105,553867,7823,77.28,1.15,-1.05
24-Apr-19,54.95,55.85,54.15,55.5,54.71570989,14946,129,817781,10313,69,1.7,0.55
23-Apr-19,55.1,56,54.1,54.75,54.88456396,13462,120,738856,10101,75.03,1.9,-0.35
22-Apr-19,56,56,55.1,55.1,55.31150139,23345,110,1291247,18628,79.79,0.9,-0.9
18-Apr-19,55.7,56.3,55.1,56.05,55.64283862,26999,151,1502301,20659,76.52,1.2,0.35
16-Apr-19,55.55,56.65,55.2,55.7,55.66933616,15109,115,841108,10824,71.64,1.45,0.15
15-Apr-19,54.9,56.7,54.9,55.55,55.97876905,13518,115,756721,11432,84.57,1.8,0.65
12-Apr-19,56,56.05,55,55.75,55.3591838,31953,149,1768892,22874,71.59,1.05,-0.25
11-Apr-19,55.5,56.1,55,55.15,55.40089492,20337,149,1126688,11451,56.31,1.1,-0.35
10-Apr-19,56,56.8,55.15,56.05,55.92418462,18611,121,1040805,14248,76.56,1.65,0.05
9-Apr-19,56.5,57.3,55.75,56.2,56.26508218,21416,112,1204973,17133,80,1.55,-0.3
8-Apr-19,57.2,57.6,56.1,57,57.0672,14375,113,820341,11586,80.6,1.5,-0.2
5-Apr-19,57,58,56.6,57.1,57.17004283,29422,145,1682057,22562,76.68,1.4,0.1
4-Apr-19,56.5,57.5,55,56.6,56.72780055,11712,78,664396,10289,87.85,2.5,0.1
3-Apr-19,56.5,58,56.4,56.95,57.36195298,42069,179,2413160,32929,78.27,1.6,0.45
2-Apr-19,57.4,57.4,56,56.35,56.52216998,25733,141,1454485,18203,70.74,1.4,-1.05
1-Apr-19,55.9,57.8,54.65,56,56.39374891,40089,210,2260769,29451,73.46,3.15,0.1
29-Mar-19,53.65,55.2,53.65,54.65,54.79894295,41436,154,2270649,36896,89.04,1.55,1
28-Mar-19,55.7,55.7,54.2,54.8,54.87866339,38216,158,2097243,25415,66.5,1.5,-0.9
27-Mar-19,54.25,56.4,53,54.1,54.0508001,102362,427,5532748,85212,83.25,3.4,-0.15
26-Mar-19,55.25,57.6,54,55.45,55.02061357,80675,342,4438788,65237,80.86,3.6,0.2
25-Mar-19,57.4,58.7,55,55.2,56.15516729,63989,251,3593313,55985,87.49,3.7,-2.2
22-Mar-19,58,58.25,56.55,57.4,57.26217265,30663,197,1755830,22592,73.68,1.7,-0.6
20-Mar-19,58.95,59.7,57.6,58.4,58.23083937,21933,124,1277177,17394,79.31,2.1,-0.55
19-Mar-19,57.5,58.95,57.5,58.35,58.20541419,18470,158,1075054,12493,67.64,1.45,0.85
18-Mar-19,59.9,59.9,58,58.1,58.68604318,45433,178,2666283,34527,76,1.9,-1.8
15-Mar-19,59.45,60.4,58.5,58.95,59.68289269,70011,257,4178459,55929,79.89,1.9,-0.5
14-Mar-19,60.4,60.4,58.3,58.45,58.7270138,33705,171,1979394,27553,81.75,2.1,-1.95
13-Mar-19,59.7,60.5,58.9,59.4,59.55174121,36354,178,2164944,29450,81.01,1.6,-0.3
12-Mar-19,59.05,60.5,59,59.75,60.00326428,48709,243,2922699,40669,83.49,1.5,0.7
11-Mar-19,57,60,57,59.35,59.47819658,45314,240,2695195,37971,83.8,3,2.35
8-Mar-19,58.05,58.85,57,57.4,57.66977913,33414,173,1926978,26137,78.22,1.85,-0.65
7-Mar-19,59,59.75,58,58.5,58.85430307,46432,227,2732723,33873,72.95,1.75,-0.5
6-Mar-19,58.65,59.5,57.5,58.8,58.67765775,65356,299,3834937,54644,83.61,2,0.15
5-Mar-19,55.4,58.5,54.05,58.1,57.47022309,96014,429,5517946,72589,75.6,4.45,2.7
1-Mar-19,53.65,55.8,53.65,54.9,54.68025622,38093,202,2082935,27347,71.79,2.15,1.25
28-Feb-19,54.1,54.85,53.6,53.9,54.07683156,21853,139,1181741,17748,81.22,1.25,-0.2
27-Feb-19,55,56,53,54.25,54.68553916,37197,212,2034138,28515,76.66,3,-0.75
26-Feb-19,55,55.9,52.6,54.6,54.31893446,34424,225,1869875,24137,70.12,3.3,-0.4
25-Feb-19,54.95,56.7,54.6,56.25,55.60113816,41646,175,2315565,26304,63.16,2.1,1.3
22-Feb-19,55.75,55.9,54.45,55.45,55.05301752,48003,227,2642710,40401,84.16,1.45,-0.3
21-Feb-19,56.75,56.75,54,55.5,55.5008085,25974,184,1441578,17181,66.15,2.75,-1.25
20-Feb-19,53,56,52.2,54.9,54.03855992,83273,420,4499953,54293,65.2,3.8,1.9
19-Feb-19,50,52.9,50,51.7,51.86289121,44957,196,2331600,30418,67.66,2.9,1.7
18-Feb-19,51.5,51.5,50,50.3,50.47381582,13997,112,706482,11344,81.05,1.5,-1.2
15-Feb-19,50.5,51.95,50.5,51.4,51.41291835,37528,200,1929424,27450,73.15,1.45,0.9
14-Feb-19,50.7,51.9,47.75,51,50.46628233,62445,268,3151367,35971,57.6,4.15,0.3
13-Feb-19,51.8,51.95,50.1,50.65,50.8509458,36953,156,1879095,23744,64.25,1.85,-1.15
12-Feb-19,52,52,49.05,50.8,50.67926879,76257,276,3864649,57384,75.25,2.95,-1.2
11-Feb-19,51,52.9,49,50.2,50.26690351,86979,322,4372165,71438,82.13,3.9,-0.8
8-Feb-19,52,52.75,48,51.35,51.03676042,260960,1068,13318553,188073,72.07,4.75,-0.65
7-Feb-19,56.9,58.5,55.5,56.15,56.74686298,37695,291,2139073,23706,62.89,3,-0.75
6-Feb-19,55.15,57,52.9,55.5,54.35980641,72111,371,3919940,41997,58.24,4.1,0.35
5-Feb-19,56,56.5,51.5,55.4,55.25130968,54021,254,2984731,41442,76.71,5,-0.6
4-Feb-19,58.25,59.5,55.15,56.4,57.13804547,42486,188,2427567,37125,87.38,4.35,-1.85
1-Feb-19,58.4,58.4,56,57.7,57.26038064,41351,267,2367774,36349,87.9,2.4,-0.7
31-Jan-19,58,59.8,57.15,57.85,57.98263408,33917,194,1966597,24074,70.98,2.65,-0.15
30-Jan-19,55,58.8,55,57.45,57.68318712,52662,271,3037712,35486,67.38,3.8,2.45
29-Jan-19,56,57.95,53.6,55.35,55.26326143,74219,388,4101584,57798,77.87,4.35,-0.65
28-Jan-19,57,58.7,56.55,56.9,57.38711462,70483,343,4044816,56569,80.26,2.15,-0.1
25-Jan-19,60.35,61.75,58,58.7,59.41214605,70031,375,4160692,54265,77.49,3.75,-1.65
24-Jan-19,63,64.4,59.5,59.75,60.69347649,94443,406,5732074,80471,85.21,4.9,-3.25
23-Jan-19,62.45,63.8,61.5,62.25,62.67070765,52215,240,3272351,44097,84.45,2.3,-0.2
22-Jan-19,64,64.9,61,62,62.41551083,118601,459,7402542,93395,78.75,3.9,-2
21-Jan-19,66.95,67.8,64.8,65.3,65.8441221,51566,278,3395318,38306,74.29,3,-1.65
18-Jan-19,68.1,69,66,66.6,67.32166322,53727,324,3616991,40675,75.71,3,-1.5
17-Jan-19,67.75,69,67.1,68,68.34061839,51521,338,3520977,34013,66.02,1.9,0.25
16-Jan-19,65,67.6,64.05,67.15,66.50438698,60406,371,4017264,48041,79.53,3.55,2.15
15-Jan-19,61.9,66.65,61.9,64.9,65.20204717,58422,346,3809234,40065,68.58,4.75,3
14-Jan-19,65.45,65.7,60.3,63.8,62.56622753,118795,663,7432555,60908,51.27,5.4,-1.65
11-Jan-19,69.65,69.65,64.5,65.45,65.71374516,141919,635,9326029,102935,72.53,5.15,-4.2
10-Jan-19,68.65,70.8,68,68.75,69.01264328,54179,353,3739036,32691,60.34,2.8,0.1
9-Jan-19,72.9,74.4,68,68.65,70.15296054,150699,888,10571981,93690,62.17,6.4,-4.25
8-Jan-19,69.7,82,69.7,72.15,73.17117765,265537,1418,19429655,163658,61.63,12.3,2.45
7-Jan-19,64.35,69.9,64.35,68.8,66.92862194,214926,990,14384701,171700,79.89,5.55,4.45
4-Jan-19,61.65,64.9,61.65,63.6,63.45347344,109819,645,6968397,78203,71.21,3.25,1.95
3-Jan-19,61,62.7,61,61.35,61.52116026,84498,384,5198415,63576,75.24,1.7,0.35
2-Jan-19,58,63.65,58,60.75,61.56971057,187676,1064,11555157,122297,65.16,5.65,2.75
1-Jan-19,57,58.9,56.5,58.2,57.5998934,37525,250,2161436,26831,71.5,2.4,1.2
31-Dec-18,56.85,57.95,55.2,57.4,56.90065198,41259,232,2347664,29682,71.94,2.75,0.55
28-Dec-18,55.65,57.55,55.1,56.25,56.16960792,12523,134,703412,9871,78.82,2.45,0.6
27-Dec-18,56.7,56.7,55.5,55.75,55.95892351,12002,112,671619,8805,73.36,1.2,-0.95
26-Dec-18,58.3,58.3,54,55.85,55.31815029,30275,206,1674757,23771,78.52,4.3,-2.45
24-Dec-18,59,59,55.55,56.2,56.36999682,25184,154,1419622,12726,50.53,3.45,-2.8
21-Dec-18,58,58,55.45,56.85,56.4961834,39433,241,2227814,30803,78.11,2.55,-1.15
20-Dec-18,56.7,58.4,56.7,57.45,57.46447377,14623,143,840303,9799,67.01,1.7,0.75
19-Dec-18,58,59,55.5,57.75,58.0789643,62180,372,3611350,40837,65.68,3.5,-0.25
18-Dec-18,55.1,57,54.75,56.65,56.4256926,52303,211,2951233,43736,83.62,2.25,1.55
17-Dec-18,55.85,57,54.75,55.65,55.90922101,56599,239,3164406,35865,63.37,2.25,-0.2
14-Dec-18,55,55.8,54.5,54.75,55.04170372,31484,189,1732933,24017,76.28,1.3,-0.25
13-Dec-18,58.95,59.4,55.1,55.75,56.9779937,69571,543,3964016,41720,59.97,4.3,-3.2
12-Dec-18,53,57.9,52.65,57.25,56.22897068,98327,572,5528826,71276,72.49,5.25,4.25
11-Dec-18,46.15,52.9,46.15,52.55,51.40018904,96277,504,4948656,71487,74.25,6.75,6.4
10-Dec-18,50,50,48.2,49.1,48.86187212,79354,422,3877385,66851,84.24,1.8,-0.9
7-Dec-18,52.95,52.95,50.5,51.35,51.38719312,33482,280,1720546,23036,68.8,2.45,-1.6
6-Dec-18,53,53.95,52,52.2,52.39426523,41571,322,2178082,34253,82.4,1.95,-0.8
5-Dec-18,54.15,54.5,53.55,53.8,54.06762639,41123,283,2223423,31767,77.25,0.95,-0.35
4-Dec-18,54.2,55,54.15,54.7,54.6571156,28304,284,1547015,17144,60.57,0.85,0.5
3-Dec-18,55.85,57.7,54.05,54.9,55.32334943,41834,312,2314397,30087,71.92,3.65,-0.95
30-Nov-18,55.15,57.5,55,56,56.0194052,64055,496,3588323,36980,57.73,2.5,0.85
29-Nov-18,55.6,56.2,54.5,55.15,55.02664457,44662,334,2457600,29845,66.82,1.7,-0.45
28-Nov-18,57,57,55,55.4,55.77219368,45745,336,2551299,35467,77.53,2,-1.6
27-Nov-18,58.25,58.25,56.1,56.75,56.77641435,42051,322,2387505,31587,75.12,2.15,-1.5
26-Nov-18,57,59.45,56.7,57.55,57.71257151,55586,372,3208011,29693,53.42,2.75,0.55
22-Nov-18,60,60.35,57.5,57.75,58.76903017,105451,545,6197253,77766,73.75,2.85,-2.25
21-Nov-18,60.45,61.4,58.7,59.3,59.55845905,81664,529,4863782,59713,73.12,2.7,-1.15
20-Nov-18,61,63.25,60,60.9,61.60132014,184677,1227,11376347,116257,62.95,3.25,-0.1
19-Nov-18,55.6,60.75,54.05,59.95,57.68608069,405171,1736,23372727,228742,56.46,6.7,4.35
16-Nov-18,58.95,58.95,54.55,54.9,56.19953331,357409,1853,20086219,237772,66.53,4.4,-4.05
15-Nov-18,63,63,58.1,58.65,59.6007606,239022,1477,14245893,191514,80.12,4.9,-4.35
14-Nov-18,65.55,65.55,63,63.1,63.79399679,87853,614,5604494,70778,80.56,2.55,-2.45
13-Nov-18,66,66,64,64.9,64.96498261,77333,581,5023937,55509,71.78,2,-1.1
12-Nov-18,67.35,67.35,65.5,66.1,66.10096703,98963,515,6541550,79293,80.12,1.85,-1.25
9-Nov-18,67,67.8,65.1,66.15,66.44118088,126685,776,8417101,87803,69.31,2.7,-0.85
7-Nov-18,66,67.7,66,66.3,66.43171141,53640,447,3563397,44276,82.54,1.7,0.3
6-Nov-18,66,71.9,61,65.2,67.17264363,1061493,4723,71303291,403205,37.98,10.9,-0.8
5-Nov-18,84.35,87.45,67.4,68.75,75.09242219,769761,3756,57803218,472761,61.42,20.05,-15.6
2-Nov-18,83.4,86.8,83.1,84.25,84.72854892,206225,998,17473145,136386,66.13,3.7,0.85
1-Nov-18,86.5,86.9,82,82.9,84.72889806,179320,1058,15193586,137218,76.52,4.9,-3.6
31-Oct-18,88.7,88.7,85,85.55,86.49168199,291957,962,25251852,238500,81.69,3.7,-3.15
30-Oct-18,86.95,89.75,85.8,86.65,88.54255691,263130,1043,23298203,209423,79.59,3.95,-0.3
29-Oct-18,84.1,87.8,84.1,86.7,86.23255412,150408,915,12970066,122368,81.36,3.7,2.6
26-Oct-18,82,86.4,79.8,83.75,83.18731609,175356,1108,14587395,99701,56.86,6.6,1.75
25-Oct-18,83.9,83.9,81.75,83.3,82.82174404,127474,786,10557619,81117,63.63,2.15,-0.6
24-Oct-18,84.5,87.9,83.15,84.75,85.54143815,147328,1054,12602649,93220,63.27,4.75,0.25
23-Oct-18,87,87.45,81.9,83.05,83.79714277,232183,1328,19456272,166638,71.77,5.55,-3.95
22-Oct-18,90.25,92.5,87.4,87.85,89.77564103,132756,1024,11918255,90578,68.23,5.1,-2.4
19-Oct-18,89.65,92.9,86.6,89.45,89.79802925,205708,1541,18472173,127700,62.08,6.3,-0.2
17-Oct-18,98,99.4,89,89.65,93.15004925,512665,2769,47754770,347798,67.84,10.4,-8.35
16-Oct-18,91.6,98,89.4,95.4,93.90271215,809063,4634,75973210,453365,56.04,8.6,3.8
15-Oct-18,80.95,91.6,80.95,90.5,86.99880223,1047779,5018,91155518,697700,66.59,10.65,9.55
12-Oct-18,78,81,78,78.95,79.66718295,222744,883,17745387,166521,74.76,3,0.95
11-Oct-18,75.65,79.3,72.1,76.9,76.71869514,150943,819,11580150,87180,57.76,7.2,1.25
10-Oct-18,73.75,79.3,72.05,76.75,77.09982629,161761,814,12471745,113422,70.12,7.25,3
9-Oct-18,74.05,75,71.75,73.25,73.56175443,69242,416,5093563,49687,71.76,3.25,-0.8
8-Oct-18,76,79.3,64,74.05,72.84394883,271898,1328,19806124,161047,59.23,15.3,-1.95
5-Oct-18,74.9,79.8,73,74.8,76.55376492,255278,1240,19542492,177311,69.46,6.8,-0.1
4-Oct-18,69.35,78,67.6,74.6,73.29625632,274249,1425,20101425,193727,70.64,10.4,5.25
3-Oct-18,66.1,69.45,63.05,69.4,68.54459936,190496,631,13057472,141947,74.51,6.4,3.3
1-Oct-18,70.95,70.95,65.95,66.15,66.24869418,161584,640,10704729,122481,75.8,5,-4.8
28-Sep-18,74.45,74.5,68.5,69.4,70.21481744,90137,536,6328953,65231,72.37,6,-5.05
27-Sep-18,74.3,75.5,71.85,72,73.38774468,68509,427,5027721,51346,74.95,3.65,-2.3
26-Sep-18,74,75.9,71.1,74.3,74.26339748,105225,743,7814366,64173,60.99,4.8,0.3
25-Sep-18,71,73.4,68.4,72.6,69.42970925,295551,1317,20520020,212235,71.81,5,1.6
24-Sep-18,75,77,71.75,71.95,72.32742391,218521,668,15805061,123672,56.6,5.25,-3.05
21-Sep-18,80.75,81.6,75.5,75.5,77.20900723,164157,638,12674399,127721,77.8,6.1,-5.25
19-Sep-18,82.4,83.5,78,79.45,81.02806818,260081,916,21073861,167126,64.26,5.5,-2.95
18-Sep-18,77,80.35,77,79.85,79.71386351,291326,935,23222721,214830,73.74,3.35,2.85
17-Sep-18,76.5,77.9,75,76.55,77.03222763,136746,460,10533849,114348,83.62,2.9,0.05
14-Sep-18,74.5,76,73.5,76,75.30954238,75631,481,5695736,55885,73.89,2.5,1.5
12-Sep-18,72.1,73.95,71.9,72.4,72.1482136,369487,956,26657827,217344,58.82,2.05,0.3
11-Sep-18,81.45,81.45,75.65,75.65,76.51946316,277550,1039,21237977,236916,85.36,5.8,-5.8
10-Sep-18,83,83,79,79.6,81.0108451,119501,606,9680877,92089,77.06,4,-3.4
7-Sep-18,82.9,85,80,81.9,82.86578188,153258,756,12699844,112727,73.55,5,-1
6-Sep-18,81.2,82.25,78.7,82.05,81.91988589,267119,1124,21882358,157901,59.11,3.55,0.85
5-Sep-18,80,80,77.55,78.35,78.314235,99712,384,7808869,73287,73.5,2.45,-1.65
4-Sep-18,80,81,78.5,79.8,79.83150203,74992,473,5986724,51758,69.02,2.5,-0.2
3-Sep-18,82.8,82.8,78.95,80,82.25041616,336412,1211,27670027,186325,55.39,3.85,-2.8
31-Aug-18,75,78.9,75,78.9,78.22679379,71845,258,5620204,66257,92.22,3.9,3.9
30-Aug-18,75,77.85,74.8,75.15,75.91354329,96210,461,7303642,70828,73.62,3.05,0.15
29-Aug-18,78.45,78.45,75,76.8,77.11403675,105694,577,8150491,78579,74.35,3.45,-1.65
28-Aug-18,81,81.75,78.25,78.45,79.59850291,101931,454,8113555,87122,85.47,3.5,-2.55
27-Aug-18,80.95,81.4,79,81,80.3788194,100932,601,8112795,66680,66.06,2.4,0.05
24-Aug-18,81,83,79.75,80.3,81.52066342,142716,564,11634303,103160,72.28,3.25,-0.7
23-Aug-18,81.95,83.5,80.6,81.1,82.30329325,155348,663,12785652,116501,74.99,2.9,-0.85
21-Aug-18,80.7,82.4,78,81.5,80.28911001,146024,699,11724137,112877,77.3,4.4,0.8
20-Aug-18,79.8,81,77.6,79.1,79.42075309,121765,604,9670668,84017,69,3.4,-0.7
17-Aug-18,84,84,78.05,79.3,80.55075966,167574,851,13498213,120066,71.65,5.95,-4.7
16-Aug-18,81.4,82.95,76.55,80.05,81.44880431,738656,2290,60162648,418762,56.69,6.4,-1.35
14-Aug-18,77.55,79,76.3,79,78.63524908,560026,1383,44037784,317000,56.6,2.7,1.45
13-Aug-18,73,76.55,71.55,75.25,74.22722229,166709,615,12374346,136916,82.13,5,2.25
10-Aug-18,75.05,76,72.55,72.95,74.70098903,136801,570,10219170,111965,81.85,3.45,-2.1
